Id,HR,interval in seconds,NNRR,AVNN,SDNN,RMSSD,pNN50,TP,ULF,VLF,LF,HF,LF_HF,stress
1114,91.78109091,0.730322727,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,2.0
1115,97.70533333,0.7058000000000000,0.9782580000000000,0.7052090000000000,0.0389278,0.020368800000000000,0.0747674,0.00105664,0.0,0.0009462890000000000,0.000615843,0.00013451,4.57842,2.0
1116,98.8826383,0.669565957,0.979203,0.6682130000000000,0.01618373,0.01288963,0.027222200000000000,5E-05,0.0,0.00064579,1.3E-05,3.11E-05,0.418526,1.0
1117,90.71242553,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,0.0
1118,108.372,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,0.0
1119,77.07412766,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,0.0
1120,107.9464681,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,0.0
1121,106.7337021,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,1.0
1122,102.30817021,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,2.0
1123,74.84008511,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,2.0
1124,87.13795745,0.6668000000000000,0.979203,0.6668000000000000,0.006600022400000000,0.0032,0.005000000000000000,,0.0,,,,,2.0
1125,93.67634783,0.687995652,0.9787410000000000,0.688467,0.0375875,0.01299912,0.0277273,0.00101374,0.0,0.0013764860000000000,0.000211427,6.58E-05,3.21198,2.0
1126,94.03109091,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,2.0
1127,93.80381818,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,1.0
1128,90.07654545,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1129,93.03109091,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1130,89.59927273,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1131,85.23563636,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1132,87.57654545,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1133,86.00836364,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1134,82.53109091,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1135,84.21290909,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1136,105.0164444,0.6985777780000000,0.9782580000000000,0.6978230000000000,0.0394418,0.020368800000000000,0.0747674,0.00107075,0.0,0.0014263980000000000,0.000135487,0.000148865,0.910133,0.0
1137,96.52093617,0.672331915,0.979203,0.672452,0.0251175,0.01288963,0.027222200000000000,0.000291758,0.0,0.0007319000000000000,0.000141576,5.83E-05,2.42953,0.0
1138,92.622,0.71555,0.977753,0.716684,0.0343851,0.0132297,0.028809500000000000,0.000875809,0.0,0.001100328,0.000280323,0.000135159,2.07402,0.0
1139,86.872,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1140,88.80381818,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1141,87.44018182,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1142,84.71290909,0.7318,0.977753,0.7318,,0.0032,0.005000000000000000,,0.0,,,,,0.0
1143,85.98563636,0.734709091,0.977753,0.734777,0.0202373,0.013075410000000000,0.028809500000000000,0.000169614,0.0,0.0006640000000000000,6.09E-05,8.47E-05,0.719165,0.0
1144,91.34977778,0.6985777780000000,0.9782580000000000,0.6978230000000000,0.0394418,0.01311241,0.0282558,0.00115682,0.0,0.001497608,0.000251215,4.8E-05,5.23357,0.0
1145,84.52247826,0.669756522,0.9787410000000000,0.669822,0.0804723,0.0432375,0.14136400000000000,0.0177051,0.00958658,0.00875851,0.0,0.0,,1.0
1146,74.82929268,0.781678049,0.97609,0.7829250000000000,0.053291700000000000,0.0359622,0.0562821,0.0255487,0.0174351,0.00875361,0.0,0.0,,1.0
1147,81.92987179000000,0.822594872,0.974839,0.8233,0.0732409,0.036836,0.0590541,0.0502751,0.0351945,0.015720500000000000,0.0,0.0,,1.0
1148,74.77633333,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0559906,0.0398111,0.0168195,0.0,0.0,,0.0
1149,75.21207692,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0556554,0.0404579,0.0158375,0.0,0.0,,0.0
1150,78.13523077,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0552994,0.040192,0.0157474,0.0,0.0,,0.0
1151,73.49451282,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0550979,0.0401122,0.0156257,0.0,0.0,,0.0
1152,74.05823077,0.844261538,0.974839,0.8438260000000000,0.0507915,0.024407500000000000,0.032027,0.0247485,0.0179407,0.00744778,0.0,0.0,,0.0
1153,73.69941026,0.844261538,0.974839,0.8438260000000000,0.0507915,0.024407500000000000,0.032027,0.0247111,0.0179461,0.00740509,0.0,0.0,,0.0
1154,74.81342105,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0568964,0.0420393,0.0154971,0.0,0.0,,0.0
1155,68.99813158,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0552307,0.0409918,0.014879,0.0,0.0,,0.0
1156,71.55055263,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0548964,0.0407667,0.0147696,0.0,0.0,,0.0
1157,72.44521053,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0560535,0.0415324,0.0151611,0.0,0.0,,0.0
1158,70.44534211,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0553437,0.041028,0.0149557,0.0,0.0,,0.0
1159,72.12952632,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0556426,0.0412494,0.0150331,0.0,0.0,,0.0
1160,74.78721053,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0557395,0.0420112,0.0143682,0.0,0.0,,0.0
1161,75.83973684,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0552543,0.0416293,0.0142649,0.0,0.0,,0.0
1162,75.02392105,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0558326,0.0420209,0.0144517,0.0,0.0,,0.0
1163,72.99768421,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0555417,0.0417844,0.0143973,0.0,0.0,,0.0
1164,71.07684211,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0558582,0.0420672,0.014431,0.0,0.0,,0.0
1165,71.76105263,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0557919,0.0419865,0.0144454,0.0,0.0,,0.0
1166,74.70813158,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0559038,0.0419746,0.0145692,0.0,0.0,,0.0
1167,70.28736842000000,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0554378,0.0418154,0.0142624,0.0,0.0,,0.0
1168,72.44972222,0.930494444,0.9727020000000000,0.9306570000000000,0.09423130000000000,0.0488293,0.0638235,0.0848571,0.0666772,0.0188199,0.0,0.0,,0.0
1169,66.70025,0.953966667,0.9727020000000000,0.9529430000000000,0.0981992,0.0474466,0.0344118,0.100272,0.0792585,0.021653600000000000,0.0,0.0,,0.0
1170,67.28344444,0.953966667,0.9727020000000000,0.9529430000000000,0.0981992,0.0474466,0.0344118,0.100732,0.0795462,0.0218257,0.0,0.0,,0.0
1171,72.09610811,0.9233135140000000,0.973453,0.921467,0.0895406,0.0376234,0.0621429,0.0798612,0.060711,0.0197902,0.0,0.0,,0.0
1172,74.78728947,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0998852,0.076741,0.023784200000000000,0.0,0.0,,0.0
1173,73.76094737,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0993409,0.0764709,0.023510100000000000,0.0,0.0,,0.0
1174,71.55065789,0.882431579,0.974164,0.881286,0.1182,0.0568667,0.032777800000000000,0.153824,0.118628,0.0358358,0.0,0.0,,1.0
1175,74.60297368,0.882431579,0.974164,0.881286,0.1182,0.0568667,0.032777800000000000,0.154447,0.118805,0.0362827,0.0,0.0,,1.0
1176,76.23113514,0.89007027,0.973453,0.8891060000000000,0.125365,0.0598024,0.0907143,0.165993,0.130696,0.0359369,0.0,0.0,,1.0
1177,71.97168421,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0989335,0.0762481,0.023325400000000000,0.0,0.0,,1.0
1178,71.68239474,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0991501,0.0763651,0.023425,0.0,0.0,,1.0
1179,73.62928947,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0993203,0.0763932,0.0235672,0.0,0.0,,1.0
1180,97.18128947,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0994443,0.077013,0.023071300000000000,0.0,0.0,,1.0
1181,82.44521053,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0991329,0.0766826,0.0230904,0.0,0.0,,1.0
1182,74.47134211,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.100933,0.0781753,0.023397300000000000,0.0,0.0,,1.0
1183,73.39247368,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0994791,0.077106,0.0230131,0.0,0.0,,1.0
1184,72.57133333,0.8655948720000000,0.974839,0.864037,0.0663198,0.026874000000000000,0.0590541,0.0398758,0.0301147,0.01040107,0.0,0.0,,0.0
1185,83.60907317,0.7927512200000000,0.97609,0.79105,0.0334077,0.0178068,0.0562821,0.00733613,0.00526922,0.0027069,0.0,0.0,,1.0
1186,85.3415814,0.7585209300000000,0.977224,0.757633,0.0468934,0.0206929,0.07817070000000000,0.0143916,0.00955886,0.00547272,0.0,0.0,,1.0
1187,84.31740476,0.748442857,0.97667,0.748849,0.049827300000000000,0.025968900000000000,0.05500000000000000,0.0179358,0.0120063,0.0065695500000000000,0.0,0.0,,1.0
1188,82.65792683,0.7927512200000000,0.97609,0.792675,0.0612819,0.0359622,0.0562821,0.0327128,0.0234551,0.00989768,0.0,0.0,,1.0
1189,73.62253846,0.835876923,0.974839,0.836932,0.07614450000000000,0.048188,0.08608110000000000,0.0566479,0.0429997,0.0142882,0.0,0.0,,1.0
1190,73.44521053,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.0995067,0.0772689,0.0228778,0.0,0.0,,1.0
1191,80.76094737,0.889168421,0.974164,0.888205,0.0959444,0.0372474,0.0605556,0.0985634,0.0763708,0.0228326,0.0,0.0,,1.0
